car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,latitude,longitude
PM33,BLK 635A PASIR RIS DRIVE 1,39858.5997,39896.3925,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N,1.377081,103.939877
PM34,BLK 649A PASIR RIS DRIVE 10,39728.9750,39998.0806,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N,1.378001,103.938712
PM35,BLK 700A PASIR RIS DRIVE 10,39721.1068,40304.2524,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N,1.380770,103.938641
PM36,BLK 710A PASIR RIS STREET 72,39546.2838,40486.3671,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N,1.382417,103.937071
PM37,BLK 718A PASIR RIS STREET 72,39429.3197,40431.9844,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N,1.381925,103.936020
PM38,BLK 736A PASIR RIS DRIVE 10,39565.4411,40102.7854,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N,1.378948,103.937243
PM4,BLK 231A PASIR RIS DRIVE 4,42258.6513,39567.5489,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N,1.374106,103.961443
PM40,BLK 744A PASIR RIS STREET 71,39358.5759,39992.2049,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,11,2.00,N,1.377948,103.935384
PM41,BLK 747A PASIR RIS STREET 71,39218.4310,40079.5319,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N,1.378737,103.934124
PM43,BLK 757A PASIR RIS ST 71,39109.6654,39906.9922,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N,1.377177,103.933147
PM44,BLK 762A PASIR RIS STREET 71,39126.6463,39773.0358,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N,1.375966,103.933300
PM45,BLK 773A PASIR RIS STREET 71,39416.5981,39622.2609,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N,1.374602,103.935905
PM46,BLK 782A PASIR RIS STREET 71,39692.8318,39469.9703,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,2.00,N,1.373225,103.938387
PM5,BLK 235A PASIR RIS STREET 21,42388.3371,39530.4506,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N,1.373770,103.962608
PM6,BLK 245A PASIR RIS STREET 21,42475.9074,39202.2508,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N,1.370802,103.963395
PM7,BLK 257A PASIR RIS STREET 21,42459.8111,38843.4823,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.90,N,1.367558,103.963250
PM8,BLK 458A PASIR RIS DRIVE 4,42126.5924,39294.4290,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N,1.371636,103.960256
PM9,BLK 216A PASIR RIS STREET 21,42233.4620,38924.6687,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.00,N,1.368292,103.961216
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,31994.7800,35133.0300,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.334005,103.869214
PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,31643.1687,34986.5402,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.332680,103.866055
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,31619.7981,35088.4721,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.333602,103.865845
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,31650.3687,35213.5248,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.334733,103.866119
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,31328.0300,35388.2500,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.336313,103.863223
PP6,BLK 146 POTONG PASIR AVENUE 2,31816.7963,34942.7097,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.332284,103.867615
PP9T,BLK 145 POTONG PASIR AVENUES 2/3,31643.7896,34932.8598,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.332195,103.866060
PRM,BLK 33 PARK CRESCENT MSCP,28996.2194,29764.0920,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.285450,103.842270
PRM1,BLK 441A PASIR RIS DRIVE 6,41857.2031,39071.4559,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.86,N,1.369620,103.957835
PRS1,BLK 212A PASIR RIS STREET 21,42134.4478,38894.2762,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.368017,103.960326
PR1,BLK 101/108 PASIR RIS STREET 12,41875.5357,38818.4836,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.367332,103.958000
PR10,BLK 467/477 PASIR RIS DRIVE 6,41784.5801,39526.9469,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.373739,103.957183
PR11,BLK 478/487 PASIR RIS DRIVE 4,42030.2409,39606.4261,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.374458,103.959390
PR12,BLK 544/556 PASIR RIS STREET 51,41283.8272,38971.2519,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N,1.368714,103.952683
PR13,"BLK 537-543, 564-569 PASIR RIS STREET 51",40942.8203,39055.5703,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N,1.369476,103.949619
PR14,BLK 557-562 PASIR RIS ST 51,41151.3750,38747.0430,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.366686,103.951493
PR2,BLK 109/129 PASIR RIS STREET 11,41590.9705,38812.1621,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.367275,103.955443
PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,41064.8727,39231.0631,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N,1.371063,103.950716
PR4,BLK 406/411 PASIR RIS DRIVE 6,41488.2976,39437.9950,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N,1.372935,103.954520
PR5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",41554.7014,39169.7008,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.370508,103.955117
PR6,BLK 441/445 PASIR RIS DRIVE 6,41830.3635,39044.8529,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.369379,103.957594
PR7,BLK 446/455 PASIR RIS DRIVE 6,41840.4900,39225.1300,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.371009,103.957685
PR8,BLK 456/461 PASIR RIS DRIVE 4,42050.7490,39253.7168,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.371268,103.959574
PR9,BLK 463/466 PASIR RIS STREET 41,41926.2439,39467.9453,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.373205,103.958456
P1,BLK 196 PUNGGOL FIELD,36201.5308,42355.9513,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.399326,103.907016
P11,BLK 416 PANDAN GARDENS,18544.4873,33717.7282,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.321204,103.748356
P12,BLK 415 PANDAN GARDENS,18526.4824,33647.3125,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.320567,103.748194
P13,BLK 401/402 PANDAN GARDENS,18772.8516,33660.8789,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.320690,103.750408
P14,BLK 403/408 PANDAN GARDENS,18635.6875,33513.0954,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.319354,103.749175
P15,BLK 413 PANDAN GARDENS,18521.3692,33566.3085,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.319835,103.748148
P16,BLK 412/414 PANDAN GARDENS,18411.9297,33571.5710,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.319882,103.747165
P17,BLK 409/411 PANDAN GARDENS,18436.3162,33454.2597,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.318821,103.747384
P2,BLK 199 PUNGGOL FIELD,36090.1832,42441.2350,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.400097,103.906015
P3,BLK 101 PUNGGOL FIELD,36063.3675,42259.8920,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.398457,103.905774
P4,BLK 105 EDGEFIELD PLAINS,36046.5051,42123.9201,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.397227,103.905623
P5,BLK 107 PUNGGOL FIELD,36271.1939,42085.2693,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.396878,103.907642
P6,BLK 109 PUNGGOL FIELD,36473.7909,41918.4197,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.395369,103.909462
P7,BLK 119 EDGEFIELD PLAINS,36140.7994,41924.9770,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.395428,103.906470
P8,BLK 126 EDGEDALE PLAINS,36635.3349,41792.3558,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.394228,103.910914
P9,BLK 128 PUNGGOL FIELD WALK,36816.0197,41648.1136,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.392924,103.912537
Q14,BLK 49 STIRLING RD,24533.2200,31110.9500,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N,1.297631,103.802168
Q15,BLK 41/48 STIRLING RD,24487.1900,31188.5600,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.298333,103.801754
Q16,BLK 45 AND 50 STIRLING RD,24705.5700,31033.8800,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.296934,103.803717
Q17,BLK 52 STIRLING RD,24717.5800,30953.4500,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.296206,103.803825
Q19,BLK 151 MEI LING STREET,24654.5215,30786.9980,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N,1.294701,103.803258
Q2A,BLK 155-164 STIRLING ROAD,24780.1309,30449.3691,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N,1.291648,103.804387
Q30,MARGARET DRIVE,25268.6900,30911.8900,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.295831,103.808777
Q4,BLK 168A QUEENSWAY,24726.8911,30124.9522,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.288714,103.803908
Q41,BLK 80 STRATHMORE AVENUE,25318.4336,30747.6520,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.50,N,1.294345,103.809224
Q48,BLK 150A MEI CHIN ROAD,24682.9400,30859.6700,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.295358,103.803513
Q49,MEI CHIN ROAD,24600.4300,30852.6500,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N,1.295295,103.802772
Q5A,BLKS 166-171 STIRLING ROAD,24644.4805,30393.2754,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N,1.291140,103.803168
Q5S,BLK 165-166 STIRLING RD,24530.9034,30353.3466,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N,1.290779,103.802147
Q51,BLK 39 TANGLIN HALT ROAD,24187.6000,31144.3400,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N,1.297933,103.799062
Q52,BLK 33-34 TANGLIN HALT ROAD,24170.8500,31017.5100,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N,1.296786,103.798912
Q55,BLK 61/66 COMMONWEALTH DRIVE,23894.2700,31228.0000,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.50,N,1.298689,103.796427
Q57,BLK 46-2 COMMONWEALTH DRIVE,24136.6400,31357.4400,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.299860,103.798605
Q58,BLK 46-3 COMMONWEALTH DRIVE,24031.0200,31382.8000,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.300089,103.797656
Q59,BLK 47/49 TANGLIN HALT ROAD,24023.1400,31476.1900,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.00,N,1.300934,103.797585
Q65,BLK 115A COMMONWEALTH DRIVE,24153.2643,31983.7356,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.305524,103.798754
Q65A,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,24418.6360,32156.6750,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N,1.307088,103.801138
Q66,BLK 117 COMMONWEALTH DRIVE,24236.0100,32114.3200,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.306705,103.799497
Q67,BLK 116-118 COMMONWEALTH CRESCENT,24352.4200,32166.0700,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.307173,103.800543
Q68,BLK 110 COMMONWEALTH CRESCENT,24181.1800,32133.4100,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N,1.306877,103.799005
Q70,BLK 99/102 COMMONWEALTH CRESCENT,24353.0804,32185.2280,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N,1.307346,103.800549
Q72,BLK 96 COMMONWEALTH CRESCENT,24391.7800,32090.9000,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N,1.306493,103.800897
Q73,BLK 91/92 COMMONWEALTH DRIVE,24335.5387,32064.3962,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N,1.306253,103.800392
Q75M,BLK 10A HOLLAND DRIVE,23590.6968,32292.0387,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.308312,103.793699
Q77M,BLK 18 HOLLAND DRIVE,23403.3645,32654.8683,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.311593,103.792016
Q8,BLK 19/23A/23B QUEENS CLOSE,24244.0036,30732.3137,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,4.50,N,1.294206,103.799569
Q80,BLK 45/46/47 HOLLAND DRIVE,23479.7213,32316.8703,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.308536,103.792702
Q81,BLK 43 HOLLAND DRIVE,23531.2041,32206.3235,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.307537,103.793164
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,23921.7070,32122.7500,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.306781,103.796673
Q85,NORTH BUONA VISTA ROAD,23406.7100,32283.4900,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.308235,103.792046
Q86,BLK 148A MEI LING STREET,24722.8381,30771.7904,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.80,N,1.294563,103.803872
Q87,BLK 5A HOLLAND CLOSE,23873.3239,32354.7312,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N,1.308879,103.796238
Q88,BLK 19A QUEEN'S CLOSE,24354.2159,30597.8694,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N,1.292991,103.800560
Q89,BLK 7B COMMONWEALTH AVENUE,23741.0378,32063.6114,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.00,N,1.306246,103.795050
Q92,BLK 82 STRATHMORE AVENUE,25236.2422,30797.7383,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.50,N,1.294798,103.808485
Q93,BLK 83 STRATHMORE AVENUE,25189.3828,30813.4336,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.50,N,1.294940,103.808064
Q94,BLK 102 COMMONWEALTH CRESCENT,24354.3978,32217.4868,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N,1.307638,103.800561
Q95,BLK 98 COMMONWEALTH CRESCENT,24433.0873,32115.9271,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N,1.306719,103.801268
Q96,BLK 181-184 STIRLING ROAD,24782.1998,30858.4456,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N,1.295347,103.804405
Q97,BLK 64 COMMONWEALTH DRIVE,24000.9896,31284.4381,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0.00,N,1.299200,103.797386
Q98,BLK 55 COMMONWEALTH DRIVE,23989.7710,31078.5446,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,4.50,N,1.297338,103.797285
Q99,BLK 89 COMMONWEALTH DRIVE,24191.1767,31958.4905,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,4.50,N,1.305296,103.799095
RCM,BLK 638 VEERASAMY ROAD,30452.1642,32170.1999,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.00,N,1.307210,103.855352
RC1,BLK 101/102 JALAN RAJAH,30029.3828,34529.4805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.328547,103.851554
RC2,BLK 103/104 JALAN RAJAH,30198.2024,34434.4910,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.327688,103.853071
RC3,BLK 105/108 JALAN RAJAH,30364.4121,34500.5937,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.328286,103.854564
RHM,BLK 88A REDHILL CLOSE,26359.4531,29876.1692,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N,1.286464,103.818578
RHM2,BLK 70A REDHILL CLOSE,26173.5652,29936.3581,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.287008,103.816907
RHM3,BLK 73 REDHILL RD,26214.2901,30036.7081,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,17,2.15,N,1.287916,103.817273
RHM4,BLK 74 REDHILL RD,26052.2467,30044.7806,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.287989,103.815817
RHS,BLK 75A/B REDHILL ROAD,26029.8967,30077.9357,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N,1.288289,103.815616
SAM,BLK 60A STRATHMORE AVENUE,25613.7877,30550.6392,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.292564,103.811877
SAM2,BLK 61 STRATHMORE AVENUE,25516.9485,30705.7785,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.293967,103.811007
SB1,BLK 306B CANBERRA ROAD,26746.7947,47569.9618,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.446480,103.822057
SB10,BLK 481A SEMBAWANG DRIVE,26005.1646,48235.1526,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.452496,103.815393
SB11,BLK 476A SEMBAWANG DRIVE,26146.3836,48155.5365,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.451776,103.816662
SB12,BLK 424A CANBERRA ROAD,26413.5750,48309.1330,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.453165,103.819063
SB13,BLK 404A ADMIRALTY LINK,26120.0717,48440.4225,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.454352,103.816425
SB14,BLK 406A SEMBAWANG DRIVE,26232.1094,48224.2405,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.452397,103.817432
SB15,BLK 358A ADMIRALTY DRIVE,26149.9066,47840.5307,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,1.448927,103.816694
SB16,BLK 339 SEMBAWANG CLOSE,26218.5396,47769.2359,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.448282,103.817310
SB17,BLK 504 MONTREAL DRIVE,26928.4878,48059.5679,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.450908,103.823690
SB18,BLK 469/469A/469B ADMIRALTY DRIVE,25816.9240,47840.9691,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.05,N,1.448931,103.813701
SB19,BLK 501 WELLINGTON CIRCLE,26668.9418,48135.1503,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.451592,103.821358
SB2,BLK 316A SEMBAWANG VISTA,26573.7982,47566.4296,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.446448,103.820503
SB20,BLK 505 CANBERRA LINK,26796.9569,47989.2006,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.450272,103.822508
SB21,BLK 467/467A/467B ADMIRALTY DRIVE,25876.3743,48156.1255,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.05,N,1.451781,103.814236
SB22,BLK 351 CANBERRA ROAD,26549.9373,48088.2577,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.451168,103.820288
